種類,価格情報区分,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,坪単価,間取り,面積（㎡）,取引価格（㎡単価）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時期,改装,取引の事情等
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,30分～60分,23000000,,,115,,長方形,12.6,95,2021年,木造,住宅,住宅,北東,市道,4.5,準工業,60,200,2021年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,23,35000000,,,125,,長方形,10,95,2021年,木造,住宅,住宅,南,市道,5,１中住専,60,200,2021年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,25,28000000,,,115,,ほぼ正方形,11.2,105,2021年,木造,住宅,住宅,北東,私道,6,準工業,60,200,2021年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,20,37000000,,,125,,ほぼ長方形,10,95,2021年,木造,住宅,住宅,南,道路,5.7,１中住専,60,200,2021年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,21,36000000,,,125,,ほぼ長方形,10.2,95,2021年,木造,住宅,住宅,南,市道,4.7,１中住専,60,200,2021年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,20,38000000,,,125,,ほぼ整形,10,95,2021年,木造,住宅,住宅,南,道路,5.7,１中住専,60,200,2021年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,20,38000000,,,125,,ほぼ長方形,9.8,95,2021年,木造,住宅,住宅,南,市道,6,１中住専,60,200,2021年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,26,28000000,,,115,,ほぼ長方形,9.5,95,2021年,木造,住宅,住宅,南東,市道,4,準工業,60,200,2021年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,24,25000000,,,115,,長方形,12,90,2021年,木造,住宅,住宅,南西,道路,4.5,準工業,60,200,2021年第2四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,中台,南大塚,25,600000,,１ＬＤＫ,50,,,,,1974年,ＲＣ,,住宅,,,,１中住専,60,200,2021年第2四半期,未改装,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,20,34000000,,,125,,ほぼ長方形,9,95,2021年,木造,住宅,住宅,南,道路,5.7,１中住専,60,200,2021年第1四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,21,35000000,,,125,,ほぼ整形,14.5,95,2021年,木造,住宅,,西,道路,5.7,１中住専,60,200,2021年第1四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,22,33000000,,,125,,ほぼ長方形,13,95,2021年,木造,住宅,住宅,西,市道,5.7,１中住専,60,200,2021年第1四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,21,38000000,,,125,,長方形,9,110,2021年,木造,住宅,住宅,南,市道,6,１中住専,60,200,2021年第1四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,21,35000000,,,125,,長方形,9.8,95,2021年,木造,住宅,住宅,北,区画街路,6,１中住専,60,200,2021年第1四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,21,34000000,,,125,,ほぼ正方形,12,105,2021年,木造,住宅,住宅,西,道路,5.7,１中住専,60,200,2021年第1四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,20,37000000,,,125,,長方形,10.1,95,2021年,木造,住宅,住宅,南,道路,5.7,１中住専,60,200,2021年第1四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,24,15000000,220000,,210,67000,台形,14,,,,,住宅,南東,私道,6,１中住専,60,200,2020年第3四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,20,36000000,,,125,,ほぼ長方形,9,95,2021年,木造,住宅,住宅,南,道路,5.7,１中住専,60,200,2020年第3四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,20,34000000,,,125,,長方形,7.8,95,2021年,木造,住宅,住宅,南,道路,5.7,１中住専,60,200,2020年第3四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,21,36000000,,,125,,長方形,10.1,100,2021年,木造,住宅,住宅,北,市道,6,１中住専,60,200,2020年第3四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,23,40000000,,,150,,ほぼ整形,,100,2021年,木造,住宅,住宅,西,市道,6,２中住専,60,200,2020年第3四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,中台,南大塚,24,2000000,,２ＬＤＫ,50,,,,,1973年,ＲＣ,,住宅,,,,１中住専,60,200,2020年第3四半期,未改装,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台,南大塚,23,7000000,280000,,85,84000,長方形,7,,,,,住宅,南東,市道,4,１種住居,60,200,2020年第1四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,中台,南大塚,24,3800000,,２ＬＤＫ,50,,,,,1974年,ＲＣ,住宅,住宅,,,,１中住専,60,200,2020年第1四半期,未改装,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,23,30000000,,,125,,長方形,8.7,100,2021年,木造,住宅,住宅,南西,市道,4.5,１低住専,50,80,2024年第3四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,18,18000000,,,105,,ほぼ正方形,9,75,1978年,木造,住宅,住宅,北西,市道,5,１低住専,50,80,2023年第4四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,23,22000000,,,100,,ほぼ長方形,7,80,2004年,木造,住宅,住宅,西,道路,6,１種住居,60,200,2023年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,20,100000000,,,860,,ほぼ整形,19.5,480,1994年,木造,共同住宅,住宅,北西,市道,4.1,１低住専,50,80,2023年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,18,28000000,,,130,,ほぼ台形,9,100,2017年,木造,住宅,住宅,北西,市道,4.4,１低住専,50,80,2022年第4四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,21,16000000,,,70,,ほぼ長方形,8,55,2000年,木造,住宅,住宅,北西,市道,20,１低住専,50,80,2022年第3四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,23,11000000,,,100,,長方形,9,80,1987年,木造,住宅,住宅,南西,市道,4,調整区域,,,2022年第3四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,24,2000000,15000,,450,4500,不整形,7.4,,,,,,接面道路無,,,調整区域,60,200,2022年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,24,31000000,,,125,,ほぼ長方形,7,105,2021年,木造,住宅,住宅,北東,道路,5,調整区域,,,2021年第4四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,20,18000000,390000,,150,120000,不整形,3,,,,,住宅,東,道路,6.2,１低住専,50,80,2021年第3四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,24,6700000,,,60,,ほぼ長方形,,50,1973年,木造,住宅,住宅,北東,私道,4,１低住専,50,80,2021年第2四半期,,
宅地(土地),不動産取引価格情報,工業地,11201,埼玉県,川越市,中台南,南大塚,24,7100000,90000,,260,27000,ほぼ長方形,34.2,,,,,,接面道路無,,,調整区域,60,200,2021年第1四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,24,6000000,160000,,125,47000,長方形,7,,,,,住宅,北東,市道,5,,60,200,2021年第1四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,18,7000000,320000,,70,98000,ほぼ長方形,7,,,,,倉庫,北東,市道,5.3,１低住専,50,80,2021年第1四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,24,27000000,,,130,,長方形,8.1,,,,,,北東,市道,4.5,１低住専,50,80,2020年第4四半期,,
宅地(土地),不動産取引価格情報,工業地,11201,埼玉県,川越市,中台南,南大塚,20,45000000,99000,,1500,30000,長方形,28.3,,,,,,北西,市道,8.1,調整区域,60,200,2020年第3四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,18,28000000,,,175,,袋地等,,105,2020年,木造,住宅,住宅,北西,市道,4,１低住専,50,80,2020年第3四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,25,43000000,,,165,,袋地等,3,100,2021年,木造,住宅,住宅,北西,市道,4,１低住専,50,80,2020年第3四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,23,54000000,230000,,780,69000,長方形,,,,,,住宅,南西,市道,4.5,１低住専,50,80,2020年第3四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,23,29000000,,,125,,長方形,9,100,2020年,木造,住宅,住宅,南西,市道,4.5,１低住専,50,80,2020年第2四半期,,
宅地(土地),不動産取引価格情報,宅地見込地,11201,埼玉県,川越市,中台南,南大塚,23,52000000,85000,,"2,000㎡以上",26000,不整形,35.5,,,,,,南東,市道,6,調整区域,,,2020年第2四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台南,南大塚,20,18000000,200000,,300,61000,ほぼ台形,12.2,,,,,,東,市道,4.2,１種住居,60,200,2020年第1四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台元町,川越,24,6800000,,,55,,ほぼ長方形,8,55,1984年,木造,住宅,住宅,北東,私道,4,準工業,60,200,2024年第1四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台元町,川越,23,87000000,400000,,730,120000,ほぼ整形,50.0m以上,,,,,その他,北西,道路,6,準工業,60,200,2023年第4四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台元町,川越,23,25000000,690000,,120,210000,ほぼ長方形,9.2,,,,,事務所,北東,市道,4.2,準工業,60,200,2023年第2四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台元町,川越,24,29000000,,,100,,ほぼ長方形,8.5,105,1992年,木造,住宅,住宅,南東,道路,6.2,準工業,60,200,2023年第1四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台元町,川越,22,35000000,,,145,,ほぼ台形,8,100,2022年,木造,住宅,住宅,南,私道,3.8,準工業,60,200,2022年第4四半期,,
宅地(土地),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台元町,川越,23,24000000,480000,,165,150000,ほぼ整形,10,,,,,住宅,北西,県道,8.5,準工業,60,200,2021年第4四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台元町,川越,26,17000000,,,100,,ほぼ長方形,11,90,1996年,木造,住宅,住宅,北西,市道,4.5,準工業,60,200,2021年第4四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台元町,川越,23,3300000,,,70,,長方形,,45,1972年,木造,住宅,,北西,私道,4,準工業,60,200,2021年第1四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台元町,川越,23,9500000,,,150,,ほぼ長方形,6.9,115,1981年,木造,住宅,,南,私道,4,準工業,60,200,2020年第3四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台元町,新河岸,26,17000000,,,100,,ほぼ長方形,9.3,95,1995年,木造,住宅,住宅,北西,市道,4.5,準工業,60,200,2024年第4四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台元町,新河岸,20,40000000,,,160,,不整形,3,95,2024年,木造,住宅,住宅,南東,県道,6.5,１低住専,50,80,2024年第4四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台元町,新河岸,24,3500000,,,40,,ほぼ長方形,7,45,1972年,木造,住宅,住宅,北東,私道,4,準工業,60,200,2022年第4四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台元町,新河岸,25,4100000,,,60,,不整形,,95,1995年,木造,住宅,住宅,北東,私道,4,準工業,60,200,2021年第1四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,中台元町,新河岸,18,32000000,,,135,,長方形,10.3,105,2020年,木造,住宅,住宅,北東,市道,4,１低住専,50,80,2020年第3四半期,,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,仲町,川越市,11,27000000,,２ＬＤＫ,70,,,,,2007年,,住宅,住宅,,,,商業,80,400,2024年第1四半期,未改装,
中古マンション等,不動産取引価格情報,,11201,埼玉県,川越市,仲町,川越市,9,32000000,,４ＬＤＫ,80,,,,,2004年,ＲＣ,,住宅,,,,近隣商業,80,200,2020年第2四半期,未改装,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,仲町,本川越,11,42000000,,,85,,袋地等,2.5,85,2023年,木造,住宅,住宅,東,市道,3.8,商業,80,400,2023年第3四半期,,
宅地(土地と建物),不動産取引価格情報,住宅地,11201,埼玉県,川越市,仲町,本川越,13,65000000,,,160,,袋地等,2.5,90,2023年,木造,住宅,住宅,北,市道,3.9,１種住居,60,200,2023年第1四半期,,
